workerId	assignmentId	Treatment	Time	KnewAboutMoodStudy	AwareThisStudy_BotnetSpam	AwareThisStudy_Facebook	AwareThisStudy_OSCredentialSpoofing	AwareThisStudy_SocialPhishing	AwareThisStudy_WarningsDeception	PrevParticipated_BotnetSpam	PrevParticipated_Facebook	PrevParticipated_OSCredentialSpoofing	PrevParticipated_SocialPhishing	PrevParticipated_WarningsDeception	Proceed_BotnetSpam	Proceed_Facebook	Proceed_OSCredentialSpoofing	Proceed_SocialPhishing	Proceed_WarningsDeception	Surrogate_BotnetSpam	Surrogate_Facebook	Surrogate_OSCredentialSpoofing	Surrogate_SocialPhishing	Surrogate_WarningsDeception	XplainProceed_BotnetSpam	XplainProceed_Facebook	XplainProceed_OSCredentialSpoofing	XplainProceed_SocialPhishing	XplainProceed_WarningsDeception	XplainSurrogate_BotnetSpam	XplainSurrogate_Facebook	XplainSurrogate_OSCredentialSpoofing	XplainSurrogate_SocialPhishing	XplainSurrogate_WarningsDeception
A2I5AE9G5XLZIK	39GXDJN2OTF43D4SUODBVRCQ8NZV81	WithoutImprovingProduct	668	yes	no	yes	no	no	no	no	no	no	no	no	no	yes	caution	no	caution	no	yes	yes	no	yes										
A2I669MRN370FX	3DEL4X4EL6MBM80577CNIPXDHHZXYH	WithoutRemovingNegativePosts	787	no	no	no	no	no	no	no	no	no	no	yes	caution	caution	caution	yes	caution	yes	indifferent	indifferent	yes	yes						Individual choice	Each person has a right to decide for themselves	They should decide for themselves	Individual decision	
A2I7S2991CE4XO	3GLB5JMZFXWX2BAOM1P5HINHWBYGDH	WithoutRemovingPositivePosts	1577	yes	no	yes	no	no	no	no	no	no	no	no	yes	unsure	yes	yes	caution	indifferent	indifferent	indifferent	yes	indifferent	I think it sounds like a good experiment.		I see no reason to say "no" to them.	I think it sounds like a good experiment.	As long as the conduct of the research presents no possibility of harm to the participants, I see no reason to stop it.	I see no reason to seek that someone participate, or refrain from participation.	I don't care much about Facebook, and if those who use it don't mind being experimented on, I think it's fine.	It wouldn't matter to me. Why would it?	I think it sounds like a good experiment.	I would have no reason to want someone TO participate, or NOT to participate. It wouldn't matter to me, either way.
A2I938IFEH4AUE	3HPZF4IVNMUNJAPAGBG04CC3GYDYCG	InsertPosts	562	yes	no	no	no	no	no	no	no	no	no	no	caution	caution	caution	caution	yes	no	no	yes	yes	yes			It's definitely something that needs to be studied. I would hope that the experiment would be designed so that the participants do not give up any real password, as that would be creating a vulnerability - regardless of the proposed security measures it still would create an unnecessary risk were real passwords involved. 	Once again it creates a vulnerability. Having divulged a password, no matter what the proposed security risks creates a probability that it could be compromised.				I would want them to know how to be prepared for such threats.	I would want them to be aware of that sort of threat.	
A2IA303OT5BBX0	3PMBY0YE2748I9H28ZOK5VJC7WL9C9	WithoutPublication	1030	no	no	no	no	no	no	no	no	no	no	no	caution	caution	yes	yes	yes	no	indifferent	yes	yes	yes	If you can notify the people that they have been spammed and their purchase has been denied and recorded.	I don't see that it harms anyone. We know they mess with our feed.	The more info they have the better programs they can develop to protect us.	Important data for them, wake up call for the participants	Our security is important.	They are being manipulated.	Facebook feels like that happens anyway. Posts are manipulated and I'm not sure I'm seeing all of their posts anyway.	They are protecting and revealing to the participants.	Maybe teach them to be careful.	They are taken proper precautions and disclosure. 
A2IABGWWDKRQS3	3RKNTXVS3MZJSOES7QW2ISI8LUGA4S	InsertOnlyPostiveposts	345	yes	no	no	no	no	no	no	no	no	no	no	no	yes	yes	no	caution	no	indifferent	indifferent	no	indifferent										
A2IAPQIHR58KNJ	3TUI152ZZBOUN5OQ94AMAUQADSX1QI	WithoutRemovingPositivePosts	422	yes	no	yes	no	no	no	no	no	no	no	no	unsure	no	caution	no	yes	no	no	indifferent	no	yes	I'd say they can if they explain everything at the end and if no data is kept. 	I've actually heard about this being done before and am strongly against it.  It's emotional manipulation, and this shouldn't be done without consent. 	It's tricky because this type of thing would require consent, but I can see how consent messes it up. 	They should not be able to confirm with the university if the password is correct. 	No actual damage is being done. 					
A2IBKY1JN8Y7HO	3SUWZRL0MYE0XOZI6JR3B9SD20J6E3	UnnamedCompany	777	yes	no	yes	no	no	no	no	no	no	no	no	yes	unsure	unsure	no	unsure	indifferent	no	no	no	no										
A2IDGOEKC48ZWP	31IBVUNM9S0DISEF22JH5JTCVTEFV8	InsertPosts	366	no	no	no	no	no	no	no	no	no	no	no	no	yes	caution	no	yes	no	indifferent	indifferent	no	yes										
A2IEQV4SCYZHO3	3RGU30DZTA9AX762709BXL2RXB1MJR	WithoutRemovingPositivePosts	1923	no	no	no	no	no	no	no	no	no	no	no	unsure	no	caution	caution	yes	no	no	indifferent	indifferent	indifferent										
A2IFTMORNNXG62	3EFVCAY5L3AVCI4YDZZSS31WD4S8J1	Control	466	no	no	no	no	no	no	no	no	no	no	no	unsure	caution	caution	caution	caution	indifferent	yes	no	indifferent	yes					Good learning experience	not sure	Many people uses this social network	Not convenient and able to perform duty 	Different preferences and can't decide	Informative and helpful to many computer users.
A2IGECVAX479LO	3FTOP5WARFPDUTZVIVMDZOVEU2MJ0N	WithoutPublication	828	yes	no	yes	no	no	no	no	no	no	no	no	yes	no	caution	no	yes	yes	no	no	no	yes										
A2IIG6J6P3G50R	3QY7M81QH7NMNO5XLF7YFI5EHC6K7F	Twitter	2041	yes	no	yes	no	no	no	no	no	no	no	no	caution	caution	no	no	unsure	indifferent	indifferent	no	no	no	There's a tiny chance someone will try to input their personal info and the researchers will get their hands on it somehow (maybe this person will put it in into an email to the fake company or something. This could happen because the hopeful buyer is unwise or in a sub-optimal state of mind. The researchers will need to make sure such things do not happen.	They should make some effort to make sure the participants are sound of mind. Don't want to try this on someone suffering from depressions I think.	This study does not tell us what exactly they'll gather (Facebook passwords? Bank passwords?) They need to be more specific.	It's just not right at least in my opinion.	Again, more details please.	The study does seem harmless enough. 	IF and this is a big if the participants give their consent I think this experiment will be ok. Otherwise this is not moral or ethical.	This one is even more morally dubious than the experiment that tried to get student school passwords since we don't know what site these researchers will be getting passwords for.	Tricking someone into giving up their password even for a benign cause strikes me as immoral.	Another study that's not too vague in it's description. What kind of "security warning" are we talking about? Your computer has been hacked? Your computer is sending out child porn? The building is under terrorist attack? Details people.
A2IKPU88PDQTMF	3D4CH1LGEAULZLX7ALK3VM4R5HXG9W	WithoutImprovingProduct	501	yes	no	yes	no	no	no	no	no	no	no	no	caution	yes	yes	yes	yes	indifferent	indifferent	indifferent	yes	indifferent	Seeking to understand the economic infrastructure behind email spam is worthy but I believe that such research could be used to make more effective spam efforts so I believe that it should proceed with caution.		Since it helps to build better computer security. 							
A2IKS5HMNMK5LB	3VW6495TLJ10MDQFC3YP134MJM9YY2	UnnamedCompany	1156	no	no	no	no	no	no	no	no	no	no	no	no	unsure	no	no	caution	no	indifferent	no	no	no	Frankly no as its both Unethical and Illegal!".....	Not Sure??????	Its not needed	Again its redundant as its always the mentally vague and stupid people who fall for this stuff sic!,.	Surely but only as long as no "Real Penetration" of the Computer or Violations of the firewall and security software take place sic!,.	No both as it would be wrong and under current Federal Law it would be illegal as we'll tho i suppose in an attempt to gain information to turn over to Law Enforcement it might be permissible, But I'd seek a Lawyers advise first?,.	Using 'Bogus Results' is always iffy at best and it would be hard to tell if the results were truly valid or not?,.	Actually it's of little use as it would be easier to ask to see the Police Files to gain the needed results as it would be a more Valid Result!,.	Again the study is not really needed as due to actual cases being known it would be rather redundant?, Wouldn't a better study be to try and test or promote higher intelligence and awareness among-st the general population as the usual victims are mostly the "Lazy and Ignorant" segments of the Population!.....	I trust the researchers but frankly despite all the fine words there is no real proof that the information will not be used by improper people, I mean both the government and the telecoms have been "Betraying" people for years so why not the University etc?,.....
A2IM25T4QY8JV2	3FUI0JHJPXZYQ7W3YXC9LFCW1PE330	UnnamedCompany	820	yes	no	yes	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	indifferent	No because they are deceiving the participants and collecting information without their consent	They are not getting consent and are possibly manipulating people's moods		They are themselves conducting a phishing scam albeit without evil intentions	It sounds like they have planned the study appropriately	It sounds like participants are not informed of the research	No because there is no consent	the attempt to collect the passwords under false pretenses is wrong	No consent given or possible	It seems like a useful study and harmless
A2IQ08KLG9Q629	31LM9EDVOLTGFPR2J1OBA0RR22FNJY	WithoutRemovingNegativePosts	729	yes	no	yes	no	no	no	no	no	no	no	no	no	yes	caution	no	yes	indifferent	indifferent	indifferent	no	yes	Sample size is not large enough and there are too many factors regarding the amount of spam emails an individual receives.								Participants are unaware that they have been selected to receive these phising emails.	
A2IRFAXQI96P3	3K3R2QNK8B4443Y2UQ9KZ15IEMG9UN	InsertOnlyPostiveposts	2694	yes	yes	yes	yes	yes	yes	no	no	no	no	yes	caution	unsure	yes	caution	yes	indifferent	indifferent	indifferent	indifferent	indifferent	The researchers must demonstrate to their IRB that they are not collecting financial data.	Both informed consent and debriefing are missing, and the risks are more than minimal for people with depression. However, other companies already do these A/B tests internally.	Even though deception is used, the risks seem minimal.	Informed consent was not obtained. However, obtaining consent may give away the researchers' intent and/or create a self-selection bias. If valid passwords are leaked by the researchers, the damage may not be worth the potential reward.	The deception is balanced by a debriefing, and the risks to participants seem minimal.					
A2IT4KXX0ZKX5Y	3RGU30DZTA9AX762709BXL2RX5FJMQ	Twitter	1036	yes	no	yes	no	no	no	no	no	no	no	no	unsure	yes	yes	yes	yes	indifferent	yes	yes	yes	yes	I don't know if the results would be used by companies/spammers to improve their techniques and make spam more effective/prevalent.	The data collected would be more valuable than the few people it inconvenienced, and to be honest if those users didn't like it they could stop using the service.	Same as above.	Same as above	Same as above.	If they're stupid enough to click through spam then they don't get to be upset.	Its really not that big of a deal.	Protecting people from hackers is more important than someones hurt feelings, and since they're not actually taking passwords its relatively harmless.	No one is getting hurt and if anything the research can only help others with regards to phishing and the experience itself would probably help my friend be more aware of these attacks.	Anything that makes people more vigilant about their computer security is good.
A2IW3WDQCUOMWU	3SKEMFQBZ36QN2AGVKZ4TI19SQ7K8L	InsertPosts	294	yes	no	yes	no	no	no	no	no	no	no	no	unsure	caution	yes	caution	yes	no	indifferent	indifferent	no	yes				Care must be taken to be ethically moral					I think I wouldn't want their information to be discovered	
A2IWK0GZWA16JP	38JBBYETQOBMI1V4NVYOEB8Z676E4F	UnnamedCompany	683	no	no	no	no	no	no	no	no	no	no	no	yes	no	caution	caution	caution	indifferent	no	yes	yes	yes	The results could help produce software that will be helpful to consumers in the future.	The user may have important info about friends excluded that can affect their friendship off-line.			The results can lead to security warning changes that can benefit all computer users.					
A2IWXY9C7ZN2HS	3SB4CE2TJVWAQQ22R1Y7F3F6ERHAX7	WithoutPublication	373	no	no	no	no	no	no	no	no	no	no	no	no	caution	caution	no	caution	no	indifferent	no	no	yes										
A2IXTD6OO51UXI	3AUQQEL7U5UMLOZPZK0W2C68PQDV06	WithoutImprovingProduct	1220	yes	no	yes	no	no	no	no	no	no	no	no	caution	no	caution	no	caution	yes	no	indifferent	no	indifferent		Facebook has become to big of a company, with too many users to play games with people. If they are not careful, they will start losing users	I think a study like this could be done, but the risks would have to be carefully considered	This is asking for trouble. I would think a similar study could be done that would not put people's passwords at risk.		Although I dont really understand how this one works, it might be good for a less savvy computer person to see how they can be fooled in a safe environment.	Facebook has been doing this kind of tinkering lately, I've heard. I am not a fan of this.	There is not enough information about the risk involved in this study to make a good judgement call		A better question would be if I cared, or if I would be bothered if someone I cared about were a candidate. I would say no, a study like this doesn't seem to pose any real risks
A2IY4Z79FRNF7N	3PS7W85Z8Z3P4QJDULJAU5JGV8XT94	WithoutRemovingNegativePosts	906	no	no	no	no	no	no	no	no	no	no	no	no	no	caution	yes	yes	no	no	yes	yes	yes	It seems too risky of an experiment.			It could be really beneficial.	It could be extremely beneficial.		This experiment seems like it would make the person look depressed and such, if they are excluding a fraction of the positive posts. 		Does not seem to have any risk towards the participant.	It doesn't seem as if this experiment would have any negative side effects to the participant.
A2J3V8AJ1Z0921	352YTHGROVEY2BM6DW6UZE5CYQ14HU	InsertPosts	267	no	no	no	no	no	no	no	no	no	no	no	no	no	caution	yes	yes	no	no	no	indifferent	indifferent		I think it's potentially psychologically dangerous.	It could go either way. There definitely should be independent oversight.	Seems less invasive than other potential experiments.						
A2J5DN5UMU0A3Z	3FE7TXL1LIO1CQ6MS8A0FD0F5VO2Q7	WithoutImprovingProduct	623	no	no	no	no	no	no	no	no	no	no	no	caution	caution	caution	caution	caution	no	no	yes	no	yes										
A2J5N770I859WE	35L9RVQFCOJXJ9GLS2XCCI36X6HUH5	WithoutRemovingNegativePosts	382	yes	no	yes	no	no	no	no	no	no	no	no	no	no	caution	no	yes	no	no	no	no	no		People who are simply using Facebook are not aware that they are consenting to an experiment, and the experiment is unethical without obtaining informed consent.	They should make sure that the typed passwords are disposed of, since many users may use passwords that they actually use for their accounts.	It is unethical to use the identities of the students' friends to deceive them.						
A2J6T9ELNZ97JH	3ERMJ6L4DYTHDC506RKEUVXI6DJM7W	Control	662	yes	no	yes	no	no	no	no	no	no	no	no	caution	no	unsure	no	yes	indifferent	no	no	no	indifferent		I don't trust facebook				It seems that there are pluses minuses to this experiment. The research subjects are deceived, but probably not harmed. So I have mixed feelings.	I don't trust facebook.	I sometimes find it difficult to trust universities.	Not enough protections for the participant.	I would not want to decide for someone else, but I think the research is harmless.
A2JAK7A44RN2EM	30MVJZJNHMEVQNN8IR56SZW7XI0J97	InsertOnlyPostiveposts	592	no	no	no	no	no	no	no	no	no	no	no	no	unsure	unsure	unsure	unsure	no	no	no	indifferent	no	The information that would be gathered from this experiment would not benefit mankind.  It is unnecessary.	It provides no scientific value.  How would they know which users are psychologically vulnerable?	For the reasons above, but if participants were notified, that would be fine.  I think that people are already hyper vigilant on the internet.	I do not see how an experiment such as this benefits mankind.  It is not really a science experiment.	I am beginning to suspect that this is such an exercise, but if it is, then I am giving my permission to be used by continuing to participate.  I believe that the experiment is unnecessary.	I would not want them to be manipulated, and then data on them to be used.	I do not want to see my loved ones manipulated.  I believe that people should be given the option to participate or not, before the fact.	Again, I do not like to see people the subjects of experiment without their permission.  	I do like that the students would have the opportunity to have their data excluded and give comments.  	I wold not want them to be manipulated without their permission.
A2JCRZQJILTT95	37QW5D2ZRGNOBLNO0T86K4SJ9L0S8S	Control	530	no	no	no	no	no	no	no	no	no	no	no	unsure	caution	caution	yes	caution	indifferent	indifferent	yes	indifferent	indifferent			The researchers would have to be eminently trustworthy and/or the experiment would have to somehow be conducted with fake passwords, otherwise this would be password theft and not simply an experiment.					If they are careful, they will not have their passwords "taken". If they are not careful, they will have their passwords "taken" but with no lasting effects, and this will perhaps teach them to be more careful in future and how to avoid falling prey to attacks.		
A2JD21A8QF771G	3HUTX6F6VUOYRET6DVIWQ85FQY12O2	WithoutRemovingNegativePosts	540	no	no	no	no	no	no	no	no	no	no	no	yes	no	caution	caution	yes	indifferent	no	yes	yes	yes	Just curious of the effectiveness of spam	Happiness! 	In a monitored environment	Monitored for deletion of actual sensitive information	Educate the public!	Spam stores need income too, even if it is through such bottom feeder means.	I would prefer the spreading of happiness at all times	Password security is serious and would like my friends and family to be better educated on it.	Another security issue the public should be educated on	Many people fall for these actual threats often
A2JE4M1QAYGHHJ	3FPRZHYEPY8I2GYMI7IF4A4FS1D3VN	WithoutImprovingProduct	294	yes	no	yes	no	no	no	no	no	no	no	no	yes	caution	yes	yes	yes	indifferent	no	yes	indifferent	indifferent										
A2JEDCGN88FSKL	3C2NJ6JBKAIG9TTUCGIJBJ5A0NPN2Z	WithoutImprovingProduct	259	yes	no	yes	no	no	no	no	no	no	no	no	no	no	caution	no	no	no	no	yes	no	no								This would benefit everyone in making securer passwords.		
A2JFH6UKUUXSHH	3LBXNTKX0RWWL7SXZVK7J84M87MX9Y	Twitter	422	no	no	no	no	no	no	no	no	no	no	no	caution	yes	yes	no	yes	indifferent	yes	indifferent	no	yes										
A2JFIVLWKTCSB2	3OLQQLKKNSQCLJEPQ2LSKDXIO4SJE7	NoAdvertising	175	no	no	no	no	no	no	no	no	no	no	no	no	caution	yes	caution	yes	no	no	yes	indifferent	indifferent										
A2JGSSRI6SJ8P6	3EFVCAY5L3AVCI4YDZZSS31WD4F8JO	WithoutRemovingPositivePosts	1847	yes	no	yes	no	no	no	no	no	no	no	no	caution	caution	caution	caution	yes	no	no	yes	yes	yes		It is a close call for me.  I am troubled, but also sometimes think the pendulum has swung too far in protecting the experimented on especially in the University setting.		Consult a lawyer, even if ethical this migh tbe illegal.  But I trust the researchers not to abuse the information gained.						
A2JH0RNM80RAYR	3NKQQ8O39Y6G7TBJ66EMLXO85H3UDH	InsertOnlyPostiveposts	482	yes	no	yes	no	no	no	no	no	no	no	no	no	no	unsure	caution	caution	no	no	no	yes	indifferent		No, they should be allowed to get their friends & family's messages without interference.	There is a potential for abuse	Safeguards are needed to make sure no one uses the passwords they obtain.			They are interfering with people's personal accounts.		It might help them to take phishing seriously.	
A2JIJ66WUDYR17	3Z9WI9EOZZPJGDB9YOTA6VU8VBIHKM	InsertOnlyPostiveposts	473	no	no	no	no	no	no	no	no	no	no	no	yes	yes	unsure	caution	caution	yes	yes	no	yes	no	There isn't any harm in this experiment.	The conclusion of the experiment would be very interesting.	Not many people would believe that their data was really not stolen and may disagree with the necessity of the study.		No harm can really be done as long as the researchers make sure the health and stability of the participants are okay.		There is no harm to the participant.	Sensitive data is involved in this study		I wouldn't want someone I cared about to think they were in a security risk when they are not.
A2JLNI234KEKKE	3NAPMVF0ZWGR6817W91UFMJK05127E	WithoutRemovingPositivePosts	304	yes	no	yes	no	no	no	no	no	no	no	no	unsure	unsure	caution	caution	caution	indifferent	indifferent	indifferent	indifferent	indifferent										
A2JO9CY2QXHHEW	37ZHEEHM6WNGRQXQ09FZYWOC6LE377	InsertOnlyPostiveposts	360	yes	no	no	no	no	no	no	no	no	no	no	unsure	yes	caution	caution	yes	no	indifferent	indifferent	indifferent	indifferent						I feel like this would be far more humiliating for the participant than previous choices				
A2JOR5PFVZGCST	3K5TEWLKGVCXSJG53AP28G64BS6VIT	InsertOnlyPostiveposts	724	no	no	no	no	no	yes	no	no	no	no	yes	caution	no	caution	caution	yes	yes	no	yes	yes	yes			I believe they should be allowed to proceed, but no passwords shall be stored in any manner, encrypted or plain text. The page that participants type into should not send any of the information to anywhere.	Passwords should not be gathered in anyway. The fake page should just tell whether something was entered or not. It should not "use the university's systems to verify that the passwords entered were valid passwords."						
A2JP8W265WCC35	36H9ULYP62V4RXELLD5Y2VII05KFJY	WithoutRemovingPositivePosts	395	yes	no	yes	no	no	no	no	no	no	no	no	no	no	no	no	caution	no	no	no	no	yes										
A2JPAVVZ5KGVHC	3Z7ISHFUH0WLCX92VL2EGXPMWB6Z8W	InsertOnlyPostiveposts	453	no	no	no	no	no	no	no	no	no	no	no	no	yes	unsure	no	no	no	indifferent	no	no	no										
A2JQA3CSUUDD2B	3VZLGYJEYLBBRYAA3TE6WW6FN8RXZQ	Twitter	444	no	no	no	no	no	no	no	no	no	no	no	unsure	yes	caution	yes	caution	no	yes	indifferent	yes	indifferent						Seems like a big headache 	No risk		Good way to help people who dont know about phishing	
A2JQXG75VCPBDY	3OVHNO1VE62XTS5TCTDU2P3N7T5DZ0	InsertOnlyPostiveposts	561	no	no	no	no	no	no	no	no	no	no	no	yes	yes	caution	yes	yes	yes	indifferent	yes	yes	yes	The information found will be very helpful 	There doesn't seem to be any risk 		They aren't doing anything risky and the information found will be helpful	This research will be beneficial in the future 	It seems safe and the more results recorded would allow for a greater help of all internet users. 	The experiment seems safe, however I wouldn't really mind if they did or didn't participate. 		I think it seems relatively safe	This seems safe and won't cause any harm
A2JRAGFQHBBO0D	3QRYMNZ7FYIATSN7VV2FC6E00ZFNT2	InsertOnlyPostiveposts	772	no	no	no	no	no	no	no	no	no	no	no	yes	yes	caution	caution	yes	yes	yes	no	no	indifferent	It is worthwhile information to collect.	Yes, it's interesting and non-invasive.	Several measures need to be put in place to protect the passwords collected.	Careful to not abuse passwords/university systems.	As long as participants sign a contract that covers all of these potential issues.	There is no risk for the participant.	No drawbacks to having someone participate; if anything, it could improve their mood.	Just to be safe, I would not want to participate in the experiment because my password would be jeopardized (assuming I fell for the hackers trick, and despite the fact that the passwords would not be stored).	Password security would be compromised.	I wouldn't oppose it, since I do not oppose any of the proposed measures, but I don't necessarily support it since the person may resent being deceived.
A2JRTSI4EFM9S5	3IXQG4FA2TZP84PWUZSPUBDUP7Z9B8	NoAdvertising	1710	no	no	no	no	no	no	no	no	no	no	no	caution	yes	caution	caution	caution	indifferent	indifferent	yes	yes	yes	I SAY THIS BECAUSE IT WILL ULTIMATELY HELP INDIVIDUALS, BUT THEY WOULD DEFINITELY HAVE TO BE CAREFUL THAT NOTHING LEAKS	make facebook a better social experience	YOU HAVE TO BE CAREFUL WITH PEOPLES INFORMATION	because this will help computer users and give them helpful information	you have to be careful with the information you are collecting	THAT WOULD REALLY BE THE DECISION OF THAT PERSON AND NOT ME.	this study doesnt really mean much to me	BECAUSE THIS HAPPENS WAY TO OFTEN AND SOMEONE NEEDS TO FIGURE OUT A GOOD WAY TO PREVENT IT	because they will be able to understand spamming and phishing at the end of the study	this would make websites safer
A2JRYOPWNS62C9	39GHHAVOMFSUTHHW1W9FBRLRBHU4JM	WithoutRemovingNegativePosts	1280	no	no	no	no	no	no	no	no	no	no	no	caution	caution	yes	yes	yes	indifferent	indifferent	yes	yes	indifferent	It's a little dangerous.  The hackers could out smart you!	Yea but I would be careful with negative post on the interest.  Could be dangerous if a person was a little unstable.	It would be good to expose stuff like that this.	I like this one very much.  So many people think that email is really from a friend or someone else they trust.	Yea it would be good to show people that don't know what one looks like.	Most people I know wouldn't want to be involved.	I don't get this study so would be hard to say someone i know should join.	It would help them learn	Everyone should know about phishing.  Some people just don't pay attention what comes in their email.	It wouldn't matter to me because people go to websites they want to.
A2JTDTGLA7IZ0L	3WSELTNVR33399TIMRXAQ0U01RYTA4	Control	448	yes	no	no	no	yes	no	no	no	no	no	no	no	no	caution	caution	caution	no	no	yes	yes	indifferent		If people opt in then yes if not then no		Obviously they need to be sensitive to others feelings			No because I don't want people I care about to be an experiment, I want them to have what they post to show up	It is a good way to teach people about tricks that are used and the dangers that exist	I think this type of experiment is important to actually know what type of emails can trick people and to inform people about the dangers of phising	
A2JTVD38NLFT6S	3LQ8PUHQFLTSAILLYL8YTFFV382HIM	InsertPosts	338	yes	no	no	no	no	no	no	no	no	no	no	caution	caution	caution	caution	caution	no	no	no	no	no			it may be dangerous					They may not understand		
A2JVT2RPN7POLG	3HVVDCPGTET45RRL2XBQTMC74JZYTJ	WithoutRemovingNegativePosts	1089	no	no	no	no	no	no	no	no	no	no	no	no	no	unsure	no	unsure	no	no	no	no	indifferent	I don't think its right to trick people who haven't volunteered for this study. I also think it sets a bad precedent to allow researchers to essentially become part of a spammers botnet in the name of research. 	I don't think its right to mess with someone's social media account as part of an experiment unless they volunteer for it. I also don't think facebook should be in the business of censoring posts to "protect the moods of psychologically-vulnerable users". 	I'm not sure how I feel about this one. On one hand if they are volunteering for the study (even if they are being lied to about the actual purpose) I could see this being ok. On the other hand I could see how such a study could get out of control and leave some data vulnerable. 	I don't think its right to trick someone into being part of an experiment even if the results may be helpful.	I could see this not working out well. If I were to see a security risk warning pop up during a HIT I would most likely close my browser, flush my cache, and run a malware/virus scan then return the HIT not finishing it. This would have to be designed in such a way so that doesn't happen but that would probably invalidate the results. 	I don't think its right to trick people who haven't volunteered for this study. I also think it sets a bad precedent to allow researchers to essentially become part of a spammers botnet in the name of research. 	I don't think its right to mess with someone's social media account as part of an experiment unless they volunteer for it. I also don't think facebook should be in the business of censoring posts to "protect the moods of psychologically-vulnerable users". 	I'm not sure how I feel about this one. On one hand if they are volunteering for the study (even if they are being lied to about the actual purpose) I could see this being ok. On the other hand I could see how such a study could get out of control and leave some data vulnerable. 	I don't think its right to trick someone into being part of an experiment even if the results may be helpful. 	I could see this not working out well. If I were to see a security risk warning pop up during a HIT I would most likely close my browser, flush my cache, and run a malware/virus scan then return the HIT not finishing it. This would have to be designed in such a way so that doesn't happen but that would probably invalidate the results. 
A2JVZUU107CL6Y	3M23Y66PO28177407EB80QWS3O06S6	WithoutPublication	761	yes	yes	yes	no	no	no	no	no	no	no	no	no	no	no	no	caution	no	no	no	no	indifferent	Very intrusive, dishonest and not sure in the end why the results would be of value to anyone other than hmmm...the spammers themselves? Would recommend not proceeding.	Disgusted with the entire concept.	NO! I don't trust the researchers to maintain the data of collected logins, passwords and what other details are collected. And oh...they could be hacked themselves.	Dishonest, dangerous and scam artists will likely misuse your findings.		I would not want someone I cared about to be a part of this creepy sounding, Facebook-like study at all! I understand scientific curiosity but this experiment seems wrong to me.	Absolutely not cool and sickens me that this goes on or is thought about.	I think it would be a bad idea and wouldn't want someone I cared about duped into this thing.	Don't like the premise and dishonesty in the whole thing.	
A2JWJ9NLWJNV2P	3HOSI13XHZPUQR0XKBOXBXKKJKYDDM	InsertPosts	269	yes	no	yes	no	no	no	no	no	no	no	no	yes	caution	unsure	no	yes	yes	indifferent	indifferent	no	indifferent										
A2JWVE2I8JGFPN	3YMTUJH0DSHO7KD1DQNJDX809G04T0	WithoutPublication	750	yes	no	yes	no	no	no	no	no	no	no	no	caution	no	yes	unsure	yes	indifferent	no	yes	indifferent	yes	It's good that they're not collecting personal info but it seems vaguely unethical to not notify people they're not really buying things. 	It's manipulating users' content without their permission for an unimportant person. People do not need Facebook to monitor and exclude things that might affect their mood. It takes away personal choice. 	As they're not actually stealing the passwords, it seems fine. 	It seems like an experiment that could potentially damage personal relationships.	It doesn't seem harmful. 	I'm unsure about the safety of the experiment. 	It's manipulative. 	The experiment doesn't seem harmful. 	I don't know how someone else will react to things. 	It doesn't seem harmful. 
A2JXV7VSYJLJCL	3U5NZHP4LR3KR48PBGYI2CG7PJ8PHB	WithoutPublication	434	no	no	no	no	no	no	no	no	no	no	no	caution	yes	caution	caution	caution	no	yes	yes	yes	indifferent										
A2K22KOFTBQIMC	38F71OA9GTXUS5K6OAIQINAZ4Y9FMU	NoAdvertising	483	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	caution	yes	indifferent	no	no	indifferent	yes		Excluding some things that would normally appear feels too invasive, though rationally everything about facebook is too invasive.	I don't think it's right to collect people's actual passwords, even if the data isn't stored.					I don't want anyone I care about giving out their personal passwords to anyone, even researchers.	This sounds like a really interesting study to me, but I could see reasons why someone wouldn't want to be included. I would personally do it, but I can easily see why someone would be uncomfortable...It should be up to the individual.	This doesn't seem to be divulging any sensitive data about the participant 
A2K25R7MN7WKX	36PW28KO4ZX1KQBLWW8FREUZYGNEA9	NoAdvertising	292	no	no	no	no	no	no	no	no	no	no	no	caution	caution	caution	unsure	caution	no	no	no	no	no										
A2K2T23JWSB8R4	3SUWZRL0MYE0XOZI6JR3B9SD2X86EM	InsertOnlyPostiveposts	154	no	no	no	no	no	no	no	no	no	no	no	yes	caution	yes	yes	caution	yes	indifferent	yes	yes	yes										
A2K6YRE01WICBE	37Z929RLG99795FC3RJ1B0O6N18TSB	NoAdvertising	676	yes	no	no	no	no	no	no	no	no	no	no	caution	unsure	unsure	yes	caution	indifferent	no	no	indifferent	indifferent				I see no real harm in the study.				Human nature being what it is, passwords are just too sensitive to be exposed to even the most seemingly trustworthy of people, whether the passwords are stored or not. 		
A2K7UGDYBOCDVB	3WR9XG3T63C19MGU0NKI81GIKNT47G	WithoutImprovingProduct	169	no	no	no	no	no	no	no	no	no	no	no	no	caution	no	no	caution	indifferent	no	no	no	no										
